condition,task,seed,success,collision,viability,payload_rmse,formation_rmse,energy,final_gap,architecture_score,role_accuracy,blanket_accuracy,exact_partition,agreements,causal_changes,synergy
collective_diagnostic,reconfigure,2006,0,0,0.7707327480236473,0.15008410241785294,0.18994946442110036,7.497000000000004,0.0,0.44824163540135037,0.7160326086956522,0.7608695652173914,1.0,1,0,0.6406733428024874
collective_diagnostic,reconfigure,2007,0,0,0.751182342780661,0.17366732994644665,0.22226261151832438,9.558675000000001,0.0,0.4768633131225393,0.7554347826086957,0.8152173913043478,1.0,1,0,0.6211341808893589
collective_diagnostic,reconfigure,2008,0,0,0.8243520113061482,0.13679211568941108,0.17048959833373248,5.810175000000003,0.0,0.5255425276042904,0.5258152173913043,0.6983695652173914,1.0,1,0,0.701031099087035
collective_diagnostic,reconfigure,2009,0,0,0.7977362730434312,0.15813197721585032,0.15160719693761138,7.309575000000004,0.0,0.4927317747271527,0.7703804347826086,0.8288043478260869,0.0,1,0,0.6665766912863031
collective_diagnostic,reconfigure,2010,0,0,0.8577586210936494,0.10234797016358217,0.13492746092983718,3.186225000000001,0.0,0.49970493304572977,0.7350543478260869,0.8097826086956522,0.0,1,0,0.7465809604272328
collective_diagnostic,reconfigure,2011,0,0,0.755984291843024,0.1731488120300366,0.18110710861196835,8.621550000000003,0.0,0.4451178362248331,0.7622282608695652,0.8288043478260869,1.0,1,0,0.6326912115965829
collective_diagnostic,reconfigure,2012,0,0,0.7006537061678906,0.270471379406648,0.20912579202440978,11.058075000000002,0.0,0.45381400483485984,0.7649456521739131,0.8505434782608695,0.0,1,0,0.5941232347007724
collective_diagnostic,reconfigure,2013,0,0,0.7854043567024285,0.16859478143774143,0.23619890731416285,7.122150000000004,0.0,0.4936563692652893,0.5516304347826086,0.6875,1.0,1,0,0.6598765651369773
collective_diagnostic,reconfigure,2014,0,0,0.7238217854686131,0.22466938447221077,0.21222875098359534,10.308375,0.0,0.4490887845115514,0.6997282608695652,0.7581521739130435,1.0,1,0,0.5946996537123004
collective_diagnostic,reconfigure,2015,0,0,0.7986010181765437,0.15977865128633412,0.14131647629456348,5.060475000000002,0.0,0.46558938817928497,0.7350543478260869,0.8152173913043478,1.0,1,0,0.678195812632997
collective_diagnostic,reconfigure,2016,0,0,0.7749425553186328,0.15896745476360236,0.16923228745930466,7.122150000000004,0.0,0.468363259795902,0.7989130434782609,0.8478260869565217,1.0,1,0,0.6527413656587332
collective_diagnostic,reconfigure,2017,0,0,0.7787226174847182,0.1689726346822563,0.12234140734901731,8.434125000000002,0.0,0.5031241586527991,0.5557065217391305,0.7391304347826086,0.0,1,0,0.6666159903294109
collective_diagnostic,reconfigure,2018,0,0,0.7808580924816466,0.18601113691989699,0.16580466996799612,8.246700000000004,0.0,0.4840712609789809,0.7051630434782609,0.7663043478260869,1.0,1,0,0.6569568203587154
collective_diagnostic,reconfigure,2019,0,0,0.7669060252789078,0.18178298936858536,0.15868332652894088,7.871850000000006,0.0,0.44383534676234965,0.7010869565217391,0.8016304347826086,0.0,1,0,0.6621153408487268
individual_constitutive,assemble,2000,0,0,0.7895053862220502,0.2068526008673667,0.1313786061049689,13.119749999999993,10.881017143161733,0.20576889892162722,0.5516304347826086,0.6467391304347826,0.0,1,0,0.19034656117529003
individual_constitutive,assemble,2001,1,0,0.8283205975709809,0.19332468915227774,0.1400241771976017,10.120950000000002,0.0,0.8321319231072161,0.6141304347826086,0.7146739130434783,0.0,3,1,0.19103036693901676
individual_constitutive,assemble,2002,0,0,0.8020472809602217,0.20479318472679053,0.11552952727486875,13.119749999999994,10.02554834177332,0.24443536672982866,0.6820652173913043,0.7146739130434783,0.0,4,1,0.13897237154765274
individual_constitutive,assemble,2003,1,0,0.86763747720741,0.16472775800079603,0.12879777733786058,7.122150000000003,0.0,0.8264412961791272,0.5122282608695652,0.6195652173913043,1.0,2,1,0.24891134663598735
individual_constitutive,assemble,2004,0,0,0.8115234805406116,0.1966860510830319,0.15382093841482916,11.620349999999998,9.362754569557993,0.25930355596366805,0.5122282608695652,0.6141304347826086,0.0,0,0,0.14600040320464525
individual_constitutive,assemble,2005,0,0,0.7558171671645962,0.3269671101746266,0.16221466974419116,11.995200000000004,17.964179438760205,0.08989132928222604,0.5774456521739131,0.657608695652174,0.0,0,0,0.06262875285981806
individual_constitutive,assemble,2006,0,0,0.6660167968775204,0.3780018583838446,0.1317946734427684,19.679624999999998,20.35020886905672,0.0657224135609051,0.48641304347826086,0.5978260869565217,1.0,0,0,-0.028565601479628944
individual_constitutive,assemble,2007,1,0,0.8930768565127726,0.15552284928568771,0.09339863779931785,5.060475000000002,0.0,0.8155784066566176,0.5720108695652174,0.6820652173913043,0.0,2,1,0.3107905361609743
individual_constitutive,assemble,2008,0,0,0.755063991280406,0.23439424282858998,0.17063576708808112,14.619149999999994,10.737276555647973,0.2020081129008218,0.6426630434782609,0.75,0.0,0,0,0.12281695704320195
individual_constitutive,assemble,2009,0,0,0.8669675106085949,0.1386725568189701,0.1386115399387944,7.309575000000003,6.425470669832464,0.36124403808051125,0.6195652173913043,0.7309782608695652,1.0,0,0,0.24305388885005563
individual_constitutive,assemble,2010,1,0,0.8821276998086324,0.13744363558559994,0.15094703042397034,5.4353250000000015,0.0,0.7932866265568723,0.6086956521739131,0.7554347826086957,0.0,3,1,0.2311665125203417
